Customer Id,Cost
fffe3300390034003200,505.48975
fffe3700330030003300,233.64192
fffe3100350038003600,5065.2124
fffe3900330030003100,297.98962
fffe3400370033003200,5758.592
fffe3800350031003900,1786.0973
fffe3600360034003400,320.18286
fffe3300380033003000,1738.348
fffe3700330038003800,486.5387
fffe3500340033003100,989.47864
fffe3600380030003900,91954.0
fffe380036003000,952.3449
fffe3800380034003300,161.21477
fffe310034003100,200.5938
fffe3500310036003700,25519.22
fffe3700300039003400,487.14575
fffe3800320037003400,540.30115
fffe3600310034003600,2684.7153
fffe3200320034003700,267.72226
fffe3700330034003400,331.155
fffe3100300032003200,412.00076
fffe3400340038003100,368.54736
fffe350030003200,249.05125
fffe3200340038003900,5375.128
fffe340036003500,288.8257
fffe3700310037003100,657.112
fffe3900360030003100,468.51096
fffe3800310038003800,1132.2963
fffe3500350039003900,647.6822
fffe3100330039003800,188.63039
fffe360034003400,241.84602
fffe3300380030003500,558.55237
fffe320036003600,175.09555
fffe3900330038003700,231.16692
fffe3400330031003500,3892.7734
fffe3800320033003000,155.4071
fffe3200380039003600,198.19914
fffe3200340032003500,454.60248
fffe3700370036003500,13829.882
fffe3200390030003500,906.6792
fffe3300390036003200,6392.967
fffe3300380031003000,105.431
fffe380038003100,3725.8494
fffe3900370034003200,32852.406
fffe3800340036003900,436.58176
fffe330035003900,1182.9579
fffe3300370031003900,192.48071
fffe3300330034003700,2121.0562
fffe3400350030003500,178.77177
fffe3400340039003300,173.44176
fffe3200310033003300,1786.4626
fffe3200310037003600,433.82175
fffe3600330039003400,177.12329
fffe3900320030003400,936.2319
fffe3100310035003900,244.9365
fffe3700340034003800,307.75656
fffe3400350035003400,1742.2964
fffe3600330033003700,26432.867
fffe3400350030003900,354.6187
fffe3300310038003500,323.0887
fffe3100350035003700,404.99658
fffe3600300037003100,129.40869
fffe3600300033003300,181.54417
fffe3600390035003600,124.0395
fffe3800300032003800,212.71474
fffe320034003200,320.44128
fffe3700340031003000,364.15137
fffe3100320031003100,499.7712
fffe3600370035003300,230.00395
fffe3500330039003500,1350.9268
fffe3500380031003100,8889.386
fffe3900320035003900,562.81396
fffe3600330036003100,548.2363
fffe3200350033003600,39436.047
fffe3600310030003200,1461.0763
fffe3200300037003000,268.12598
fffe3500320034003300,287.55115
fffe3800390031003200,2805.617
fffe3700370034003400,570.5493
fffe3100310036003500,157.4794
fffe3500320036003600,299.7834
fffe3900390037003300,603.3499
fffe3600300031003200,574.37964
fffe3800330038003700,1905.4938
fffe320037003100,243.59749
fffe3400350032003000,220.25067
fffe3800330033003700,3387.4556
fffe3400360035003800,194.34811
fffe3800340038003900,179.54115
fffe3500390038003800,544.93646
fffe3300310032003900,123.584015
fffe3700370037003700,146.87971
fffe3100310036003700,161.05948
fffe3300390032003600,495.92004
fffe3700370036003900,391.6828
fffe3300350038003000,982.74005
fffe310038003600,415.07275
fffe3200300031003700,3659.4167
fffe3800380031003300,249.52626
fffe3900380038003400,4580.505
fffe3500310036003500,279.47693
fffe3300300039003700,169.8416
fffe3900320035003100,203.04971
fffe3800380034003100,685.417
fffe3800300031003200,294.97836
fffe3800300037003600,563.31146
fffe3500380038003600,212.08447
fffe3100310033003400,321.23392
fffe370035003000,849.432
fffe3700370030003200,3272.2063
fffe3800340038003500,1234.7482
fffe3100320032003900,1406.2395
fffe3600340034003700,429.50812
fffe3300320039003300,810.6539
fffe350034003400,377.0858
fffe3100340039003700,200.43575
fffe330033003800,280.6057
fffe3400350036003200,223.83405
fffe3300380031003200,225.73755
fffe3100360030003100,148.30118
fffe3300370031003600,592.85376
fffe3700300034003700,3706.6475
fffe3900310031003600,766.5121
fffe3500360037003100,195.69885
fffe350039003400,539.9295
fffe3600390038003200,1573.7582
fffe3800360039003700,1821.2719
fffe3600350033003300,244.2231
fffe3900310031003500,532.78
fffe3500300035003600,421.04767
fffe3800390031003300,20289.428
fffe3100350035003600,1713.563
fffe3800390036003400,291.22678
fffe3500320033003600,269.3189
fffe3600370036003700,771.22064
fffe3700380037003500,1466.3556
fffe3600390032003500,865.383
fffe3700340036003900,208.74553
fffe3200390035003700,266.58557
fffe3900370032003500,247.65704
fffe3500300038003600,670.5934
fffe3600330033003400,26191.896
fffe330037003100,2820.5762
fffe3400390037003200,1707.3993
fffe3800320036003400,32721.861
fffe3800380038003500,3329.9292
fffe3200300039003800,1683.7146
fffe3900320039003500,961.74805
fffe3600340036003700,3512.447
fffe3600350037003800,736.43146
fffe3500300037003700,153333.64
fffe3100380032003600,37330.75
fffe380037003500,336.12894
fffe3100360034003900,106.45549
fffe3700310036003500,1066.5193
fffe3400330035003200,28956.75
fffe3300330032003200,183.17973
fffe3100300036003000,543.06335
fffe3100390034003500,10092.812
fffe3500370031003500,146.0487
fffe3500330039003600,375.61084
fffe3600350038003400,929.9973
fffe3200390032003100,394.28674
fffe3600310031003100,140.93185
fffe3700330031003900,194.0367
fffe3700370033003300,371.3423
fffe3300340038003000,323.6242
fffe3100330037003300,322.8583
fffe3800370030003700,366.9063
fffe3300300037003600,217.37589
fffe3800310036003800,288.2498
fffe3200300033003200,786.64276
fffe3800350030003600,385.7157
fffe3800320039003200,234.07169
fffe3100340030003100,141.07265
fffe3500310032003000,9393.433
fffe3200370033003900,190.10567
fffe3300380032003900,9760.036
fffe320031003400,281.62405
fffe3300330038003200,262.55756
fffe3900310032003200,376.88644
fffe3800360039003400,3516.0432
fffe3500340038003800,348.48853
fffe3200350033003700,576.54987
fffe3400330038003300,469.0103
fffe3500310037003100,173.69849
fffe3500370038003300,242.1561
fffe3700330032003000,1012.36206
fffe3900380030003800,218.39749
fffe3100390037003700,504.4327
fffe3700300035003100,179.25517
fffe3700310038003000,722.18207
fffe3200380030003300,298.324
fffe3300370036003800,1300.9181
fffe3600340032003000,220.79631
fffe3200310036003000,1452.3035
fffe3700300033003300,210.4865
fffe320031003300,1084.8922
fffe3100360034003800,439.56573
fffe3400,331.2387
fffe3700360030003400,2382.8442
fffe3400300036003800,189.62103
fffe3600310030003600,445.05396
fffe3300310036003300,683.804
fffe3400390035003800,470.057
fffe3700320035003000,206.3974
fffe3400340037003000,648.5141
fffe3700380033003800,242.41489
fffe350039003100,669.11993
fffe3400330038003700,7917.46
fffe3700310030003500,223.71677
fffe3100320038003000,985.5073
fffe3600360030003000,114.80906
fffe3900330034003600,166.97461
fffe320032003100,226.1861
fffe3700370035003200,653.53754
fffe3600340030003000,2120.3735
fffe3300340033003700,156.57423
fffe3300340033003900,222.58864
fffe3700330031003400,299.72507
fffe370033003700,442.99048
fffe3700380032003500,151.59523
fffe3700300034003800,151.07292
fffe3900350034003400,4502.138
fffe3500350033003200,4100.428
fffe3500370037003400,1484.305
fffe3700320031003200,1011.4998
fffe3100390033003100,856.4167
fffe3900340038003900,1245.8538
fffe3500350038003600,89832.8
fffe3100350037003300,347.09827
fffe350031003400,215.2128
fffe3600360031003100,333.7959
fffe3600360030003300,177.1743
fffe3700350037003300,142.08794
fffe3100310032003300,513.9875
fffe3600310033003000,1590.2703
fffe380033003300,210.44576
fffe3600330031003000,439.6884
fffe3900380034003400,252.68462
fffe3600380039003900,4010.8315
fffe3900340031003400,241.79149
fffe3500350031003500,389.19995
fffe3200390034003500,428.90866
fffe3300320036003100,10623.345
fffe3500370034003000,126.00107
fffe3700350031003700,2513.8884
fffe3300390032003800,541.70215
fffe360038003500,483.3241
fffe3900300037003100,266.9705
fffe3900310031003700,1820.3021
fffe3100320033003300,8870.949
fffe3200320035003800,93376.24
fffe3200360034003300,1229.3702
fffe3600330031003300,406.75446
fffe3900390035003600,469.377
fffe390032003600,1081.0372
fffe3600370037003900,119.100914
fffe3700300031003600,1012.6928
fffe3900340030003300,1762.5112
fffe340032003700,166.4147
fffe3600350035003200,263.6464
fffe3700360036003000,531.60406
fffe3800300036003100,209.38614
fffe3400330037003400,809.7989
fffe390038003600,4647.7725
fffe3300360035003000,3083.4604
fffe380036003600,464.96274
fffe3400390036003200,236.8688
fffe3300300030003800,1714.6116
fffe3800330039003100,441.0617
fffe3400380030003000,154.94147
fffe3800310036003900,191.65443
fffe3500320038003700,146.28964
fffe37003200,386.13712
fffe3300370038003100,505.63174
fffe3800380039003000,6146.1626
fffe3500340030003600,365.69885
fffe3700300039003300,7577.059
fffe3800310034003100,219.71968
fffe3500360038003000,526.5315
fffe3800370036003100,314.88553
fffe3700320032003600,244.1054
fffe3800330033003400,2139.9998
fffe3700320034003300,1969.4231
fffe3300330039003000,427.94156
fffe3400300039003400,362.32822
fffe3500360034003300,20550.082
fffe3700350038003000,254.69585
fffe3100310031003500,491.25848
fffe3400330035003600,313.01904
fffe3800300034003700,172.01154
fffe3200300038003700,1789.0234
fffe3500320037003300,1795.921
fffe3200300031003800,6528.078
fffe3700360035003000,375.8104
fffe3500330030003500,18726.664
fffe3700300032003700,269.61392
fffe3200320031003800,71856.71
fffe3600390036003400,13188.3
fffe3800320036003600,8713.967
fffe390030003000,708.1348
fffe380038003200,248.44644
fffe3600320032003300,239.96695
fffe3300350038003700,791.98047
fffe3800380035003100,392.16327
fffe3200310032003800,184.8013
fffe3500350038003100,160.54498
fffe3500350037003000,1780.0809
fffe3900350037003300,205.03148
fffe3400340032003800,4040.0613
fffe3700330036003100,935.02997
fffe3800380032003400,615.4268
fffe3400380033003300,181.23055
fffe3500390035003600,3306.9377
fffe3200380039003700,863.484
fffe380036003300,3086.4053
fffe320035003600,725.9918
fffe3900370030003000,174.46208
fffe3500350036003900,133.97774
fffe3200340032003600,1517.071
fffe3500320031003200,609.85944
fffe3400300035003500,315.92102
fffe3800330032003800,2485.2097
fffe3400380030003700,141.99028
fffe3100390035003600,414.078
fffe3400350034003500,3968.31
fffe3300390033003800,481.86353
fffe3100300038003900,438.1653
fffe3200390037003900,177.94843
fffe3700350030003800,318.85886
fffe3600370034003500,613.9985
fffe3500350039003800,488.7393
fffe3800300034003300,321.1503
fffe3800370030003600,278.84918
fffe3500360031003100,30843.002
fffe3800390031003100,2481.475
fffe3500360031003800,237.106
fffe310038003300,899.0342
fffe310035003900,640.4485
fffe350036003400,29322.04
fffe3800390038003100,20559.334
fffe3600300034003000,525.062
fffe3300380030003400,1156.4653
fffe3800310033003900,574.17096
fffe3400380032003200,2786.077
fffe3800310030003300,622566.75
fffe3400330032003500,578.3769
fffe3900370032003900,244.8537
fffe3800330037003700,277.916
fffe320036003800,98981.234
fffe3500380035003900,1542.4148
fffe3200310036003700,2874.6646
fffe3400390030003800,3342.4458
fffe3900340039003700,195758.69
fffe3300360038003800,22291.506
fffe3200390033003500,2127.6516
fffe3600360034003500,193.41724
fffe3600360031003300,206.12025
fffe3700310033003500,145.15247
fffe3900330037003100,110.597115
fffe310032003100,1035.0282
fffe3800360034003500,168.883
fffe3100330034003300,334.52057
fffe3900340038003200,382.24475
fffe370032003200,928.27606
fffe3300310030003500,442.48022
fffe320036003700,130.33905
fffe3500320037003900,242.88649
fffe3400370031003400,11739.34
fffe3900340037003100,776.99664
fffe3300380035003200,1890.6578
fffe390030003200,881.2598
fffe3200360033003200,476.73337
fffe3200340039003600,6220.427
fffe3300300033003400,120.13541
fffe38003800,156.30814
fffe3600330031003400,603.8113
fffe3700350038003800,1243.0013
fffe3700340031003500,3836.2283
fffe3700390037003100,15244.938
fffe3200360035003700,1654.3679
fffe3500320037003000,139.60347
fffe3800390038003400,525.4545
fffe3200300031003400,3577005.0
fffe3500350038003800,107.79189
fffe3500340031003900,734.9647
fffe3600340038003300,3143.2178
fffe3500310039003000,263.53943
fffe3600390034003100,333.85767
fffe3400330034003400,23188.96
fffe350038003200,2974.6733
fffe3100360035003400,259.0668
fffe310037003400,734.7681
fffe3800340035003200,191.03755
fffe3800360036003000,521.3731
fffe3500340033003200,496.9178
fffe3500330035003400,45435.785
fffe3100310033003200,289.3865
fffe3200330030003100,371.7317
fffe3900320038003500,600.1543
fffe3700310038003800,525.2516
fffe3200380033003500,659.50555
fffe3100360035003500,1516.5518
fffe3200360030003900,218.44208
fffe3900360035003100,440.11356
fffe3800340034003500,923.1742
fffe3100370031003000,576.0753
fffe3500320035003500,169.50818
fffe3400360034003900,625.14105
fffe3900330037003300,42370.805
fffe3300320039003800,205.2273
fffe3700350030003500,695.48474
fffe3600380031003300,343.03613
fffe3700360030003700,363.29477
fffe3900350033003900,805.6961
fffe3900350037003900,551.7766
fffe3200390035003300,3464.2532
fffe3500380037003300,967.6545
fffe3800300032003500,5262.017
fffe3700360032003300,3689.286
fffe3900330034003300,306.7837
fffe3200330039003200,192.89941
fffe3300350037003600,467.9914
fffe3100350038003100,541790.06
fffe3200330038003100,153.70229
fffe3700330038003200,123.243286
fffe3700360033003800,1826.7313
fffe3800370038003100,251.81895
fffe3800340035003600,319.02417
fffe3100370033003800,252.81624
fffe3500300031003700,184.26402
fffe3500360039003700,187.51584
fffe3500330031003500,236.25438
fffe3500310035003000,184.37239
fffe3700340034003000,203.92862
fffe3600320036003000,185.7939
fffe3800370033003300,303.566
fffe3400360031003400,146.79185
fffe3300370037003300,2324.428
fffe3200330030003400,583.0527
fffe3600370037003100,458.56992
fffe3100360036003100,500.26453
fffe3200350035003300,181.39438
fffe3400360033003600,2053.009
fffe3400390031003800,223.8446
fffe3500370036003300,2078.4053
fffe3300350032003400,949.0976
fffe3700340038003700,745.3863
fffe3700330037003100,171.85838
fffe3600350031003800,19782.959
fffe3800310033003700,1194.7849
fffe3200300038003500,249.99907
fffe3300310032003200,269.45328
fffe370032003000,85831.29
fffe3900310034003600,131.05562
fffe3100370032003900,214.12563
fffe3200360031003100,2517.9927
fffe370037003300,334.11517
fffe340037003000,2185.0437
fffe3100380035003700,1947.4043
fffe3100360031003700,93583.87
fffe3600380030003700,8135.357
fffe3600350030003500,155.09729
fffe3600340030003900,259.1034
fffe3800300034003800,7602.5664
fffe3500330031003800,323.6475
fffe3600350030003400,352.67694
fffe320031003100,204.1627
fffe3100360030003900,36360.312
fffe3400340036003000,517.29456
fffe3800310032003700,324.98303
fffe3400380038003600,1401.6611
fffe360036003600,289.59497
fffe390039003900,178.2522
fffe3700380030003600,126.47202
fffe3200340030003800,201.86095
fffe3400310037003300,141.75945
fffe3800390032003300,519.2959
fffe3100340033003800,706.9634
fffe3900390031003400,3368.661
fffe3600350034003000,41577.52
fffe3100360032003300,189.33788
fffe3600390037003900,1465.2352
fffe3700350036003300,311.14993
fffe3400370030003800,113.01186
fffe360032003600,230.08997
fffe380037003800,177.21039
fffe3700320039003200,752.9818
fffe3800300030003600,949.86505
fffe3700390033003400,423.0299
fffe3500370037003300,121.39873
fffe3300330038003700,715.83154
fffe3300310031003600,547.00696
fffe3500370031003700,245.07751
fffe3600330032003000,232.52084
fffe350038003700,417.89697
fffe3700370033003400,870.3024
fffe3900310032003100,676.6681
fffe3300300035003300,244.74036
fffe3500350030003700,258.90823
fffe3800300030003900,170.23508
fffe320033003100,1695.2411
fffe3300360030003600,180.19272
fffe3400370039003600,251.48116
fffe370036003300,3555.817
fffe3500320031003600,156.78409
fffe3300300031003400,290.48438
fffe3100360036003600,118.04694
fffe3200380039003300,2659.922
fffe3200380036003500,7423.394
fffe3100360034003700,246.24857
fffe35003900,3388.9644
fffe3300380031003100,179.51752
fffe3400300037003700,1656.1936
fffe3100310039003900,1504.993
fffe3200320034003400,145.81462
fffe380034003400,153.45206
fffe3900330033003300,1948.9602
fffe3200310034003500,278.78058
fffe3600330035003500,196.80318
fffe3900380039003400,206.12506
fffe3600310034003100,145.85307
fffe3800360037003300,433.9643
fffe3200380039003000,358.50778
fffe3600320031003000,209.11803
fffe3300360039003400,3125.4355
fffe3400320032003400,226.23853
fffe3600320034003000,225.17088
fffe3100370039003700,207.52045
fffe3300300032003100,1320.2538
fffe3500380038003400,1459.5945
fffe3400350036003500,133.63103
fffe3800380034003900,594.8127
fffe3600320030003800,138.82872
fffe3500350030003900,399.16663
fffe3500310038003500,478.5032
fffe3500320039003400,238.67024
fffe3700340030003900,58462.4
fffe3100390032003400,164.20078
fffe3700330036003000,19699.727
fffe3200320038003800,457.9775
fffe3400300036003200,6393.101
fffe3900360037003000,547.0849
fffe3500350030003500,788.4953
fffe3800390032003400,2551.1252
fffe350036003300,623.75977
fffe3800370034003700,2387.2068
fffe3100350036003700,438.12875
fffe3600300030003600,5185.721
fffe3600370031003700,1308.5037
fffe3700320034003200,1260.2733
fffe3500370034003200,2026.712
fffe3300330039003300,448.4
fffe3600370039003100,396.25845
fffe350030003400,186.45349
fffe380033003900,121.473595
fffe3200370038003000,181.44664
fffe3600340031003000,465.99863
fffe3700330037003500,153.31316
fffe330039003600,2456.8782
fffe3300350033003700,1300.5936
fffe3500370039003100,179.94492
fffe3100390032003800,251.25845
fffe3900350030003700,265.97406
fffe3300390036003600,334.40128
fffe3700360039003700,664.4547
fffe3700360037003100,548.0594
fffe320030003200,336.01743
fffe3400390035003900,125.43535
fffe38003900,178.89142
fffe3600370030003100,252.30922
fffe3200370034003300,25079.871
fffe3900370039003800,326.8875
fffe3500320034003600,354.2903
fffe3100330038003800,193.93163
fffe3500300034003700,2348.655
fffe3700370039003300,445.8284
fffe3900350036003900,431.5765
fffe3300370034003700,1193.7178
fffe390037003300,412.3789
fffe3100300031003900,239.32474
fffe3600330039003500,350.40826
fffe3200320037003800,947.83624
fffe3400300030003200,274.04025
fffe3800320033003500,253.61797
fffe340032003500,523.1996
fffe3700340035003700,770.47705
fffe370037003700,480.28278
fffe3600380031003900,234.90973
fffe3100340031003600,1633.9895
fffe3400320038003600,534.54474
fffe3700340032003100,2675.5789
fffe310039003500,159.15675
fffe3500350030003600,197.93536
fffe3400300035003200,877.14465
fffe3300350039003200,290.2075
fffe3100390030003400,9864.739
fffe3300310039003300,583.29126
fffe3400360032003400,653.4425
fffe3400310032003900,166.55283
fffe3500370035003600,194.8006
fffe3800320039003600,106.98197
fffe3800390039003300,160.92499
fffe3600300036003100,286.02707
fffe3900380035003700,2328.837
fffe3900350031003100,276.2329
fffe31003800,528.73926
fffe3700300035003500,226.02405
fffe3700320033003000,228.36275
fffe3700390031003400,232.59714
fffe3500390030003400,302.22076
fffe3600380039003800,136.43916
fffe3100310038003100,232.33698
fffe3500310031003100,178.32625
fffe3500350034003100,251.27403
fffe3200320039003100,186.71649
fffe3300360039003300,2087.116
fffe3500370033003600,424.45624
fffe3900300035003100,165.9206
fffe3900320032003000,199.29915
fffe3700390030003200,590763.6
fffe3800330036003400,257.5787
fffe3900330037003900,1031.6052
fffe3400300039003000,718.0471
fffe3300370035003800,75563.38
fffe3500390031003400,169.61215
fffe3600300034003600,765.7785
fffe3300300034003200,268.54437
fffe3900330038003200,2612.4814
fffe3200370031003600,144.49573
fffe3700370033003800,185.44897
fffe3300340034003200,879.06274
fffe3500390037003600,189.25122
fffe3300310036003600,583.7206
fffe3100340034003300,145.25722
fffe3400350034003200,16466.63
fffe3500380031003600,608.3915
fffe3300340030003000,790.0248
fffe350038003300,511.36075
fffe3700320039003100,1960.8042
fffe3200350033003300,1760.843
fffe3500300038003400,166.03148
fffe3500370035003300,169.0456
fffe3900350038003700,2114.938
fffe3100360033003300,193.84583
fffe3200340033003400,2080.902
fffe3700300031003700,29174.26
fffe3800360033003300,228.60593
fffe3200340033003200,487.07654
fffe3900370039003900,625.7993
fffe3300360038003900,674.1284
fffe3100320036003000,394.44452
fffe3600300035003000,637.88165
fffe3200380032003700,939.9777
fffe3600380030003600,520.94244
fffe3100320030003200,1907.5437
fffe3900390033003400,505.31262
fffe3800340032003300,188.19475
fffe3500330037003400,985.0389
fffe3300390033003200,354144.78
fffe3700370030003000,422.8605
fffe3400350034003400,298.17114
fffe3700300030003400,10489.931
fffe3700340034003200,15448.328
fffe320035003100,904.69824
fffe310035003000,832.3267
fffe3700340033003200,287.1182
fffe3300330033003800,447.7108
fffe3900350038003200,56269.137
fffe3600310030003500,264.117
fffe3100310038003200,266.34378
fffe3600340031003200,280.56705
fffe3200310032003700,975.46387
fffe3400380036003200,532.2379
fffe3900370038003700,180.80156
fffe3100350032003900,534.44916
fffe3700350030003900,6664.023
fffe3100340032003700,43194.176
fffe3100380032003400,250.08647
fffe3500330038003300,286.4618
fffe3700310031003400,1888.1776
fffe3500380034003800,394.49588
fffe3500300031003400,952.6556
fffe3800350035003700,232.84782
fffe3100370033003500,169.70293
fffe3200370035003800,227.43048
fffe3300330030003700,365.32864
fffe3900350036003800,12857.705
fffe3600300036003200,188.64856
fffe37003000,1008.4234
fffe3600360035003700,145.15321
fffe3600380034003500,558.3423
fffe3100370035003000,382.93033
fffe3200320032003100,503.80652
fffe3400330037003900,227.4219
fffe3100370036003900,137.95218
fffe380032003700,496.6065
fffe34003300,2740.293
fffe3400350032003600,111.33126
fffe3600300035003100,205.82913
fffe330037003400,136.08336
fffe3100320039003800,517.77155
fffe3700390033003300,632.2724
fffe3900340032003000,8358.295
fffe3700360032003700,104.93987
fffe3300340033003600,451.19748
fffe3800380035003200,487.30884
fffe3800360039003500,284.46588
fffe3100310039003500,463.90018
fffe3200360035003000,772.31287
fffe3100320039003100,278.48123
fffe3700370034003200,1017.36096
fffe3500390033003800,120.48806
fffe3200360032003600,196.79689
fffe3100320031003000,1215.6144
fffe340034003800,257.76523
fffe340030003100,711.7791
fffe3100350033003900,1756.6506
fffe3300300036003400,604.37036
fffe3800370036003000,1496.2341
fffe3200340032003400,3504.2532
fffe3700300031003400,257.54752
fffe3300320031003800,33768.582
fffe3400360032003700,349.38583
fffe3700340036003100,186.99698
fffe3900370034003400,1579.2482
fffe3500380038003500,1309.013
fffe3200380037003300,145.271
fffe320031003800,2170.338
fffe3700350032003200,423.22928
fffe3900310037003300,818.7493
fffe3300320037003700,271.8513
fffe3900380035003800,240.70543
fffe3700340033003000,299.0595
fffe3900330033003500,3684.5356
fffe3300360035003300,216.20486
fffe3700320031003600,298.5829
fffe3800390033003100,192.27266
fffe390034003800,241.70721
fffe3500320033003800,645.91956
fffe320036003100,401.87857
fffe3300300037003800,204.0213
fffe3600390036003700,172.93065
fffe330033003700,2260.0217
fffe3700340038003300,1663.019
fffe3600370037003600,369677.72
fffe3500350038003400,244.66219
fffe3300330034003600,202.38785
fffe3900330036003800,258.9769
fffe3400310039003700,163.57498
fffe3200310031003500,1216.4988
fffe3400370034003900,429.87653
fffe3800350036003100,156.43811
fffe380039003400,735.0015
fffe3600360033003300,708.1598
fffe3800310030003500,320.94287
fffe3200380034003100,174.36452
fffe3900390035003900,167.95079
fffe3300390030003800,221003.95
fffe360035003000,294.42877
fffe3500300030003800,7342.2847
fffe3300300033003500,462.36954
fffe3700350035003300,894.5437
fffe3800390035003500,420.21188
fffe3400330032003300,4004.7698
fffe3800370035003900,1012.1386
fffe3400350037003600,167.85352
fffe3200360039003200,198.169
fffe3500310035003500,1008.86444
fffe3300350037003900,639.80414
fffe360030003100,241.03392
fffe3700370038003900,543.1345
fffe3500380035003400,1732.6577
fffe3500330035003000,267.93222
fffe3100320038003100,193.76755
fffe3700390033003700,13771.092
fffe3800320036003900,312.15274
fffe3700370031003900,1020.07544
fffe3500340037003100,378.12488
fffe3700310035003600,314.3606
fffe390035003500,224.79948
fffe3300350036003000,1248.6472
fffe3800330033003500,939.1753
fffe3700300031003300,1568.9493
fffe3800390033003300,437.18924
fffe3500390038003000,354.1682
fffe3200360039003000,3280.6023
fffe3600320034003100,117.781395
fffe3900310035003800,1245.9857
fffe310035003800,2568.928
fffe3900320039003400,1072.2007
fffe3500330034003600,128.50821
fffe3200380038003200,136.9236
fffe3400300030003600,1481.565
fffe3100300034003100,731.37537
fffe3500370033003200,557.82385
fffe3900350031003500,515.84393
